"snpId","chrId","positionBp","positionCM","C57BL.6J.Chr1PWD.ForeJ","C57BL.6J.Chr2PWD.ForeJ","C57BL.6J.Chr3PWD.ForeJ","C57BL.6J.Chr4PWD.ForeJ","C57BL.6J.Chr5PWD.ForeJ","C57BL.6J.Chr6PWD.ForeJ","C57BL.6J.Chr7PWD.ForeJ","C57BL.6J.Chr8PWD.ForeJ","C57BL.6J.Chr9PWD.ForeJ","C57BL.6J.Chr10.1PWD.ForeJ","C57BL.6J.Chr10.2PWD.ForeJ","C57BL.6J.Chr10.3PWD.ForeJ","C57BL.6J.Chr11.1PWD.ForeJ","C57BL.6J.Chr11.2PWD.ForeJ","C57BL.6J.Chr11.3PWD.ForeJ","C57BL.6J.Chr12PWD.ForeJ","C57BL.6J.Chr13PWD.ForeJ","C57BL.6J.Chr14PWD.ForeJ","C57BL.6J.Chr16PWD.ForeJ","C57BL.6J.Chr18PWD.ForeJ","C57BL.6J.Chr19PWD.ForeJ","C57BL.6J.ChrX.1PWD.ForeJ","C57BL.6J.ChrX.2PWD.ForeJ","C57BL.6J.ChrX.3PWD.ForeJ","C57BL.6J.ChrYPWD.ForeJ","C57BL.6J.ChrMTPWD.ForeJ","C57BL.6J","PWD","C57BL.6J.Chr15PWD.ForeJ","C57BL.6J.Chr17PWD.ForeJ","mm10positionBp"
"JAX00196625","10",106923642,55.9533,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",107486586
"JAX00298488","10",108722413,56.9585,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",109285357
"JAX00022322","10",110454807,57.9875,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",111017751
"JAX00022375","10",111156247,59.1337,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",111719191
"JAX00299025","10",111584123,60.1615,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",112147067
"JAX00299220","10",113091159,61.1656,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",113654103
"JAX00299378","10",114160771,62.2088,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",114723715
"JAX00299447","10",114452773,63.2812,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",115015717
"JAX00299634","10",115515871,64.3165,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",116078815
"JAX00022794","10",116734250,65.3585,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117297194
"JAX00022835","10",117293271,66.3625,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117856215
"JAX00300231","10",118935836,67.3785,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",119498780
"JAX00023035","10",120019632,68.3832,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",120582576
"JAX00300575","10",120768094,69.4487,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",121331038
"JAX00300921","10",122145671,70.463,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",122708615
"JAX00196977","10",122366057,71.6561,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",122929001
"JAX00301565","10",124936120,72.6594,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",125499064
"JAX00301733","10",125401945,73.6623,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",125964889
"JAX00023572","10",127162824,74.8149,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",127725768
"JAX00302280","10",127251436,75.8517,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",127814380
"JAX00302414","10",127951185,76.8692,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",128514129
"JAX00302641","10",129805514,77.8724,"B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",130368458
"JAX00723375","11",3005934,2.1712,"B","B","B","B","B","B","B","B","B","B","B","B","H","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",3105931
"JAX00302787","11",4189052,2.944,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",4289049
"JAX00024022","11",6221723,3.9447,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",6321720
"JAX00303603","11",8281729,4.9582,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",8381726
"JAX00197314","11",8973295,6.1076,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",9073292
"JAX00304111","11",11749110,7.1108,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",11849107
"JAX00197445","11",14145282,8.1216,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",14245279
"JAX00304720","11",16245159,9.1262,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",16345156
"JAX00304920","11",17253276,10.1272,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",17353273
"JAX00197537","11",18802285,11.148,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",18902282
"JAX00197554","11",19589777,12.1563,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",19689774
"JAX00305539","11",20541987,13.163,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",20641984
"JAX00305758","11",22346811,14.1653,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",22446808
"JAX00025378","11",24513351,15.1857,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24613351
"JAX00306601","11",28005924,16.187,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",28105924
"JAX00025772","11",29871748,17.2163,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",29971748
"JAX00025853","11",30928828,18.2305,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",31028828
"JAX00197761","11",33808235,19.2418,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",33908235
"JAX00026147","11",34919388,20.2459,"B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35105886
"JAX00026170","11",35231870,21.1432,"B","B","B","B","B","B","B","B","B","B","B","B","P","H","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35418368
"JAX00308172","11",36496073,22.1559,"B","B","B","B","B","B","B","B","B","B","B","B","P","H","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",36682571
"JAX00026330","11",37369064,23.1596,"B","B","B","B","B","B","B","B","B","B","B","B","P","H","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",37555562
"JAX00026506","11",39712664,24.195,"B","B","B","B","B","B","B","B","B","B","B","B","P","H","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",39899162
"JAX00309058","11",42424306,25.1998,"B","B","B","B","B","B","B","B","B","B","B","B","P","H","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",42610804
"JAX00026811","11",43803728,25.8954,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",43990226
"JAX00309477","11",44505779,26.9601,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",44692277
"JAX00309933","11",46323269,27.9645,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",46509767
"JAX00027183","11",48833842,29.0181,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",49020340
"JAX00310510","11",49741648,30.0478,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",49928146
"JAX00027357","11",51168929,31.0479,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",51355427
"JAX00311295","11",53769771,32.052,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",53956269
"JAX00198262","11",55246628,33.0645,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",55433126
"JAX00311910","11",56577087,34.0666,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",56763585
"JAX00312020","11",57024740,35.0741,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",57211238
"JAX00198326","11",58033122,36.0903,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",58219620
"JAX00312467","11",59067341,37.2059,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",59253839
"JAX00313159","11",62210247,38.2284,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",62396745
"JAX00313396","11",63102007,39.2794,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",63288505
"JAX00028337","11",64378182,40.2986,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",64564680
"JAX00028603","11",67898195,41.3258,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",68084693
"JAX00028676","11",68884779,42.3459,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",69071277
"JAX00028845","11",71152462,43.3497,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",71338960
"JAX00028934","11",72332971,44.36,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",72519469
"JAX00029002","11",73306152,45.3892,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",73492650
"JAX00029260","11",77057383,46.3893,"B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",77243881
"JAX00029397","11",78864925,46.742,"B","B","B","B","B","B","B","B","B","B","B","B","H","P","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",79051423
"JAX00029437","11",79419180,46.8963,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",79605678
"JAX00198766","11",80251629,47.897,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",80438127
"JAX00316329","11",81086399,48.9004,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",81272897
"JAX00198809","11",81920964,49.9037,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",82107462
"JAX00316810","11",83426329,50.9319,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",83612827
"JAX00030004","11",86976321,51.9474,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",87162819
"JAX00030107","11",88335005,53.0108,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",88521503
"JAX00317557","11",88491951,54.1225,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",88630637
"JAX00317950","11",90433966,55.184,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",90572652
"JAX00318254","11",91931153,56.1894,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",92069839
"JAX00318299","11",92397380,57.2076,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",92536066
"JAX00318415","11",92856783,58.2108,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",92995469
"JAX00319079","11",95899953,59.251,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",96038639
"JAX00319278","11",96856951,60.3944,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",96995637
"JAX00030815","11",97837738,61.4353,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",97976424
"JAX00030870","11",98558798,62.4422,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",98697484
"JAX00030985","11",100139669,63.4486,"B","B","B","B","B","B","B","B","B","B","B","B","B","P","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",100278355
"JAX00320029","11",100641743,63.6279,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",100780429
"JAX00320124","11",101181987,64.6861,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",101320673
"JAX00320270","11",102038342,65.7002,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",102177028
"JAX00320439","11",102835545,66.711,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",102974231
"JAX00320719","11",103935917,67.723,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",104074603
"JAX00031359","11",105127376,68.735,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",105266062
"JAX00031460","11",106503596,69.8865,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",106642282
"JAX00321227","11",107802088,70.9538,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",107940774
"JAX00031670","11",109324468,71.961,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",109463154
"JAX00031713","11",109868985,73.0332,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",110007671
"JAX00321645","11",110587799,74.1079,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",110726485
"JAX00321691","11",110887531,75.2212,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",111026217
"JAX00031913","11",112531534,76.2358,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",112670220
"JAX00031922","11",112651701,77.3293,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",112790387
"JAX00322085","11",112792655,78.3458,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",112931341
"JAX00322315","11",113679966,79.3616,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",113818652
"JAX00322557","11",114623032,80.4194,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",114761718
"JAX00322896","11",116397076,81.4217,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",116535762
"JAX00323020","11",117095960,82.867,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117234646
"JAX00323485","11",119382790,83.8915,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",119521476
"JAX00199614","11",120449963,84.3046,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",120588649
"JAX00323780","11",121240475,85.3091,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",121379161
"JAX00032586","11",121504869,86.3784,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",121643555
"JAX00323872","11",121630627,87.4882,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",121769313
"JAX00323920","12",3109153,1.6386,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",3109153
"JAX00324335","12",5446036,2.6547,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",5439230
"JAX00199742","12",8031321,3.6621,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",8024515
"JAX00033127","12",9916865,4.6858,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",9910059
"JAX00325881","12",12428153,5.6872,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",12421347
"JAX00326246","12",13723965,6.6927,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",13717159
"JAX00326745","12",16168888,7.6996,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",16162082
"JAX00327880","12",25864086,8.762,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",25179221
"JAX00328391","12",27483015,9.7677,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","P","B","B",26798150
